YYMMDDHHMI(KST),STN(ID),TA(C),WD(deg),WS(m/s),RN_DAY(mm),RN_HR1(mm),HM(%),PA(hPa),PS(hPa)
201206151200,114,23.7,181.6,3.6,0.0,0.0,51.0,994.3,1011.1
201206151300,114,23.9,163.6,3.4,0.0,0.0,52.7,993.1,1009.9
201206151400,114,23.7,152.7,2.8,0.0,0.0,52.8,992.3,1009.1
201206151500,114,23.7,183.0,2.9,0.0,0.0,53.5,991.7,1008.5
201206151600,114,24.4,51.9,0.8,0.0,0.0,51.3,991.4,1008.1
201206151700,114,24.4,190.2,1.3,0.0,0.0,51.1,991.1,1007.8
201206151800,114,24.5,160.7,2.5,0.0,0.0,51.1,990.8,1007.5
201206151900,114,24.1,96.4,1.9,0.0,0.0,52.3,990.9,1007.6
201206152000,114,23.0,130.3,1.9,0.0,0.0,55.3,991.0,1007.8
201206152100,114,22.4,118.8,1.5,0.0,0.0,59.0,991.0,1007.9
201206152200,114,22.2,60.4,1.3,0.0,0.0,60.3,990.9,1007.8
201206152300,114,21.4,31.3,1.4,0.0,0.0,64.5,990.7,1007.7
201206160000,114,20.4,354.3,1.1,0.0,0.0,69.0,990.9,1008.0
201206160100,114,19.9,326.8,0.4,0.0,0.0,69.9,990.5,1007.6
201206160200,114,19.1,270.9,0.9,0.0,0.0,77.0,990.4,1007.5
201206160300,114,19.0,282.9,0.3,0.0,0.0,78.1,990.3,1007.4
201206160400,114,18.7,15.7,0.4,0.0,0.0,79.2,989.9,1007.0
201206160500,114,18.3,40.8,0.4,0.0,0.0,81.3,989.9,1007.0
201206160600,114,18.8,28.9,0.9,0.0,0.0,80.7,989.8,1006.9
201206160700,114,20.1,31.1,1.2,0.0,0.0,74.8,990.3,1007.4
201206160800,114,22.2,353.5,0.9,0.0,0.0,67.1,990.6,1007.5
201206160900,114,22.9,28.5,1.8,0.0,0.0,60.4,990.1,1006.9
201206161000,114,24.5,99.5,1.7,0.0,0.0,52.7,989.9,1006.6
201206161100,114,27.0,342.7,1.2,0.0,0.0,42.6,989.4,1006.0
201206161200,114,27.2,27.7,1.4,0.0,0.0,41.1,988.8,1005.4
201206161300,114,28.3,345.0,1.8,0.0,0.0,37.1,988.3,1004.8
201206161400,114,29.4,241.5,2.7,0.0,0.0,35.0,988.2,1004.6
201206161500,114,28.7,248.1,2.7,0.0,0.0,34.9,987.4,1003.9
201206161600,114,29.8,229.5,2.0,0.0,0.0,31.7,987.3,1003.8
201206161700,114,28.7,228.3,3.5,0.0,0.0,34.0,987.1,1003.6
201206161800,114,27.6,261.9,2.8,0.0,0.0,40.4,987.6,1004.2
201206161900,114,26.4,242.2,3.5,0.0,0.0,44.5,988.4,1005.1
201206162000,114,24.9,235.0,2.3,0.0,0.0,47.7,989.1,1005.9
201206162100,114,23.8,222.5,1.9,0.0,0.0,49.6,989.9,1006.7
201206162200,114,22.9,207.6,1.9,0.0,0.0,56.6,990.5,1007.3
201206162300,114,21.9,207.4,1.3,0.0,0.0,62.9,991.1,1008.1
201206170000,114,21.4,199.9,1.3,0.0,0.0,67.8,991.4,1008.4
201206170100,114,21.4,211.5,1.8,0.0,0.0,70.1,991.5,1008.5
201206170200,114,21.2,221.4,1.7,0.0,0.0,71.7,991.6,1008.6
201206170300,114,20.8,245.5,1.9,0.0,0.0,70.3,992.1,1009.2
201206170400,114,19.9,225.2,0.9,0.0,0.0,74.3,992.4,1009.6
201206170500,114,19.0,217.5,0.6,0.0,0.0,78.8,993.0,1010.1
201206170600,114,19.5,195.4,1.3,0.0,0.0,76.4,993.5,1010.6
201206170700,114,19.8,238.2,1.3,0.0,0.0,76.4,993.9,1011.1
201206170800,114,21.1,319.0,1.4,0.0,0.0,68.9,994.4,1011.5
201206170900,114,24.0,281.5,1.1,0.0,0.0,55.0,994.2,1011.0
201206171000,114,24.0,282.6,0.9,0.0,0.0,51.5,994.1,1010.9
201206171100,114,25.0,344.5,2.1,0.0,0.0,43.0,993.9,1010.8
201206171200,114,26.2,347.1,2.4,0.0,0.0,40.0,993.4,1010.2
201206171300,114,28.1,307.2,2.3,0.0,0.0,33.8,992.7,1009.3
201206171400,114,28.7,248.9,2.8,0.0,0.0,32.2,992.3,1008.9
201206171500,114,28.8,335.0,2.7,0.0,0.0,33.1,992.0,1008.5
201206171600,114,29.0,220.4,2.0,0.0,0.0,31.6,991.7,1008.2
201206171700,114,29.7,284.7,1.9,0.0,0.0,30.5,991.6,1008.2
201206171800,114,29.0,254.4,1.7,0.0,0.0,31.6,991.5,1008.0
201206171900,114,27.6,216.1,2.4,0.0,0.0,37.9,992.1,1008.7
201206172000,114,26.3,226.1,2.3,0.0,0.0,41.0,992.6,1009.3
201206172100,114,25.6,229.0,2.0,0.0,0.0,40.1,993.0,1009.8
201206172200,114,24.4,185.9,2.0,0.0,0.0,43.6,993.8,1010.6
201206172300,114,22.5,114.7,0.9,0.0,0.0,53.2,993.8,1010.7
201206180000,114,21.8,284.3,0.5,0.0,0.0,51.7,993.5,1010.5
201206180100,114,20.9,85.1,0.8,0.0,0.0,56.7,993.2,1010.3
201206180200,114,20.1,100.3,0.9,0.0,0.0,59.2,993.1,1010.3
201206180300,114,19.7,129.6,0.4,0.0,0.0,61.0,992.7,1009.9
201206180400,114,19.3,45.7,0.9,0.0,0.0,72.2,992.8,1009.9
201206180500,114,18.9,79.3,0.7,0.0,0.0,74.1,992.7,1009.8
201206180600,114,19.0,211.1,0.4,0.0,0.0,68.1,993.0,1010.1
201206180700,114,19.5,29.2,1.1,0.0,0.0,73.3,992.8,1009.9
201206180800,114,21.4,322.7,0.6,0.0,0.0,61.3,992.9,1009.9
201206180900,114,22.6,18.2,1.7,0.0,0.0,57.9,993.5,1010.4
201206181000,114,23.9,42.9,1.2,0.0,0.0,47.8,993.0,1009.8
201206181100,114,26.3,309.7,1.3,0.0,0.0,39.3,992.1,1008.8
201206181200,114,27.5,325.0,2.2,0.0,0.0,34.1,991.4,1008.0
201206181300,114,28.5,152.6,2.1,0.0,0.0,34.5,990.8,1007.3
201206181400,114,29.4,212.3,2.1,0.0,0.0,34.7,990.1,1006.6
201206181500,114,29.7,301.8,3.4,0.0,0.0,26.2,989.9,1006.4
201206181600,114,28.8,293.8,2.7,0.0,0.0,28.4,988.9,1005.4
201206181700,114,28.3,256.1,1.6,0.0,0.0,29.7,988.7,1005.2
201206181800,114,27.8,247.5,1.7,0.0,0.0,32.3,988.2,1004.8
201206181900,114,27.2,209.2,1.4,0.0,0.0,34.2,987.8,1004.4
201206182000,114,25.8,276.4,0.6,0.0,0.0,41.8,987.8,1004.5
201206182100,114,24.0,97.9,1.3,0.0,0.0,48.2,987.7,1004.4
201206182200,114,23.4,81.3,0.5,0.0,0.0,49.5,988.1,1004.9
201206182300,114,22.8,97.6,0.6,0.0,0.0,51.2,988.0,1004.8
201206190000,114,22.4,71.4,0.2,0.0,0.0,54.5,987.5,1004.3
201206190100,114,21.9,94.4,0.3,0.0,0.0,55.6,987.2,1004.1
201206190200,114,21.2,283.4,1.1,0.0,0.0,61.1,986.2,1003.1
201206190300,114,20.9,68.3,0.4,0.0,0.0,65.6,985.8,1002.8
201206190400,114,20.7,101.7,0.8,0.0,0.0,63.7,985.7,1002.7
201206190500,114,19.8,1.0,1.1,0.0,0.0,73.8,985.2,1002.3
201206190600,114,19.8,34.1,1.4,0.0,0.0,75.6,984.8,1001.9
201206190700,114,19.5,38.0,1.1,0.0,0.0,75.8,984.6,1001.5
201206190800,114,21.5,287.7,0.4,0.0,0.0,66.5,984.7,1001.6
201206190900,114,21.8,42.3,1.2,0.0,0.0,65.5,984.6,1001.5
201206191000,114,25.1,350.9,1.8,0.0,0.0,53.1,984.0,1000.7
201206191100,114,27.9,51.7,1.9,0.0,0.0,42.0,983.4,999.9
201206191200,114,29.2,329.0,1.7,0.0,0.0,39.7,982.2,998.5
201206191300,114,30.3,343.5,2.1,0.0,0.0,31.2,981.5,997.9
201206191400,114,31.3,43.8,3.4,0.0,0.0,23.9,980.8,997.1
201206191500,114,31.4,27.8,4.0,0.0,0.0,23.7,980.4,996.7
201206191600,114,30.5,30.2,4.6,0.0,0.0,27.0,980.2,996.5
201206191700,114,29.9,33.9,4.1,0.0,0.0,28.3,980.1,996.5
201206191800,114,28.5,39.6,3.5,0.0,0.0,29.2,981.3,997.7
201206191900,114,26.6,28.7,3.6,0.0,0.0,33.7,981.2,997.7
201206192000,114,24.8,21.6,4.5,0.0,0.0,38.3,982.3,999.0
201206192100,114,23.5,25.4,3.0,0.0,0.0,45.1,983.3,1000.0
201206192200,114,22.7,18.0,2.2,0.0,0.0,48.1,984.3,1001.1
201206192300,114,21.8,13.2,2.4,0.0,0.0,51.8,984.7,1001.6
201206200000,114,21.0,22.3,1.5,0.0,0.0,55.6,985.1,1002.0
201206200100,114,20.3,24.5,1.8,0.0,0.0,58.4,985.7,1002.7
201206200200,114,19.0,87.8,1.1,0.0,0.0,63.6,985.8,1002.8
201206200300,114,18.4,117.1,0.6,0.0,0.0,65.9,985.7,1002.7
201206200400,114,18.2,38.3,1.7,0.0,0.0,70.2,986.1,1003.2
201206200500,114,17.4,37.0,0.4,0.0,0.0,75.0,986.4,1003.6
201206200600,114,18.5,283.4,0.9,0.0,0.0,73.9,986.8,1003.9
201206200700,114,19.0,26.1,1.9,0.0,0.0,69.9,987.1,1004.1
201206200800,114,22.0,36.1,1.6,0.0,0.0,57.0,987.6,1004.5
201206200900,114,24.3,26.8,1.0,0.0,0.0,47.9,987.7,1004.4
201206201000,114,26.4,116.5,1.4,0.0,0.0,43.3,987.6,1004.3
201206201100,114,27.7,258.5,1.2,0.0,0.0,37.5,987.4,1004.0
201206201200,114,28.3,173.6,1.8,0.0,0.0,35.1,987.1,1003.6
201206201300,114,28.9,154.1,1.5,0.0,0.0,34.1,987.1,1003.6
201206201400,114,30.5,213.4,2.8,0.0,0.0,32.2,986.8,1003.2
201206201500,114,30.5,155.3,1.6,0.0,0.0,32.1,985.9,1002.3
201206201600,114,30.8,254.5,2.8,0.0,0.0,30.5,986.1,1002.5
201206201700,114,30.4,208.8,2.7,0.0,0.0,31.4,985.8,1002.2
201206201800,114,28.3,233.0,3.8,0.0,0.0,44.0,986.6,1003.1
201206201900,114,25.9,193.5,2.6,0.0,0.0,54.0,987.5,1004.2
201206202000,114,26.1,251.9,0.7,0.0,0.0,48.4,987.8,1004.5
201206202100,114,26.0,150.4,0.7,0.0,0.0,49.1,988.3,1005.0
201206202200,114,25.0,212.0,1.6,0.0,0.0,53.4,989.0,1005.8
201206202300,114,24.4,229.6,2.3,0.0,0.0,56.5,989.3,1006.0
201206210000,114,23.5,229.0,2.6,0.0,0.0,61.0,989.6,1006.4
201206210100,114,22.4,225.5,2.1,0.0,0.0,63.8,990.1,1007.0
201206210200,114,22.0,172.4,0.9,0.0,0.0,65.4,990.0,1006.9
201206210300,114,21.6,183.0,1.5,0.0,0.0,65.0,990.2,1007.2
201206210400,114,20.6,301.6,0.9,0.0,0.0,71.4,990.3,1007.4
201206210500,114,20.2,19.0,0.5,0.0,0.0,75.5,990.5,1007.6
201206210600,114,19.8,92.9,1.0,0.0,0.0,73.1,990.9,1008.1
201206210700,114,20.8,80.1,0.3,0.0,0.0,67.0,991.1,1008.2
201206210800,114,22.3,321.5,1.1,0.0,0.0,65.5,990.9,1007.8
201206210900,114,24.2,20.4,2.0,0.0,0.0,55.6,990.7,1007.4
201206211000,114,27.6,353.5,1.5,0.0,0.0,36.0,990.2,1006.8
201206211100,114,27.9,95.8,1.3,0.0,0.0,33.2,990.2,1006.8
201206211200,114,29.4,180.9,1.4,0.0,0.0,26.5,989.4,1005.9
201206211300,114,30.2,305.9,1.2,0.0,0.0,25.4,988.5,1005.0
201206211400,114,31.9,318.7,1.8,0.0,0.0,23.5,987.9,1004.3
201206211500,114,32.4,196.0,2.9,0.0,0.0,23.2,987.6,1003.9
201206211600,114,32.2,210.2,2.3,0.0,0.0,24.0,986.9,1003.2
201206211700,114,32.3,269.0,2.9,0.0,0.0,23.4,986.7,1003.0
201206211800,114,31.8,281.0,2.3,0.0,0.0,22.6,986.7,1003.1
201206211900,114,29.1,155.5,4.0,0.0,0.0,41.0,987.5,1003.9
201206212000,114,27.5,139.2,4.6,0.0,0.0,46.3,987.7,1004.3
201206212100,114,26.2,130.0,3.0,0.0,0.0,50.2,988.6,1005.3
201206212200,114,25.4,132.4,2.9,0.0,0.0,52.8,989.4,1006.2
201206212300,114,24.5,155.8,2.4,0.0,0.0,55.5,989.3,1006.0
201206220000,114,24.2,173.4,1.1,0.0,0.0,57.1,989.8,1006.5
201206220100,114,23.2,87.2,1.5,0.0,0.0,61.9,990.1,1006.9
201206220200,114,23.2,97.0,0.7,0.0,0.0,61.2,990.1,1006.9
201206220300,114,22.1,183.0,1.1,0.0,0.0,67.1,990.6,1007.5
201206220400,114,21.2,278.0,1.1,0.0,0.0,72.3,990.8,1007.8
201206220500,114,20.9,203.9,0.6,0.0,0.0,75.1,991.3,1008.4
201206220600,114,20.7,203.7,1.1,0.0,0.0,76.1,991.8,1008.9
201206220700,114,22.8,294.4,0.6,0.0,0.0,69.4,992.0,1008.9
201206220800,114,23.5,10.8,0.6,0.0,0.0,63.8,992.6,1009.4
201206220900,114,25.1,325.4,2.4,0.0,0.0,59.8,993.0,1009.8
201206221000,114,25.9,308.9,1.9,0.0,0.0,51.0,992.9,1009.7
201206221100,114,26.8,191.3,2.3,0.0,0.0,42.8,992.1,1008.8
201206221200,114,28.7,279.7,2.6,0.0,0.0,39.2,991.7,1008.2
201206221300,114,28.3,266.1,2.6,0.0,0.0,41.0,991.0,1007.6
201206221400,114,29.2,258.2,2.6,0.0,0.0,38.6,990.8,1007.3
201206221500,114,29.0,228.5,2.4,0.0,0.0,37.6,991.0,1007.5
201206221600,114,29.3,294.3,3.0,0.0,0.0,34.5,990.8,1007.3
201206221700,114,28.8,300.6,2.6,0.0,0.0,39.4,990.8,1007.3
201206221800,114,28.1,9.9,2.0,0.0,0.0,40.8,990.9,1007.5
201206221900,114,27.4,9.1,2.2,0.0,0.0,42.3,991.6,1008.2
201206222000,114,26.7,279.3,1.6,0.0,0.0,44.8,992.0,1008.7
201206222100,114,26.2,261.0,1.6,0.0,0.0,47.1,992.6,1009.4
201206222200,114,25.4,212.0,1.8,0.0,0.0,50.4,992.7,1009.5
201206222300,114,24.4,177.8,1.6,0.0,0.0,54.4,992.6,1009.3
201206230000,114,23.2,83.8,1.6,0.0,0.0,59.6,992.5,1009.4
201206230100,114,23.1,227.1,0.8,0.0,0.0,60.1,992.4,1009.3
201206230200,114,22.7,154.9,0.4,0.0,0.0,64.4,992.4,1009.3
201206230300,114,22.4,55.0,0.8,0.0,0.0,66.8,992.7,1009.6
201206230400,114,21.9,203.9,0.9,0.0,0.0,68.6,992.8,1009.8
201206230500,114,21.9,111.5,0.8,0.0,0.0,66.5,992.4,1009.4
201206230600,114,21.8,65.0,0.3,0.0,0.0,67.9,992.1,1009.1
201206230700,114,21.7,46.0,1.8,0.0,0.0,75.9,992.5,1009.5
201206230800,114,23.0,25.5,1.2,0.0,0.0,68.6,991.9,1008.8
201206230900,114,24.5,1.8,1.0,0.0,0.0,61.8,991.5,1008.2
201206231000,114,26.3,24.6,2.2,0.0,0.0,56.9,991.3,1008.0
201206231100,114,28.4,267.4,1.5,0.0,0.0,46.9,991.2,1007.8
201206231200,114,29.1,316.8,1.2,0.0,0.0,43.7,990.5,1007.0
201206231300,114,31.0,203.4,2.2,0.0,0.0,40.1,989.7,1006.1
201206231400,114,31.5,290.9,2.1,0.0,0.0,35.1,989.4,1005.8
201206231500,114,31.8,305.0,3.2,0.0,0.0,34.4,989.0,1005.4
201206231600,114,31.9,286.4,2.6,0.0,0.0,33.5,988.7,1005.1
201206231700,114,31.1,287.8,2.5,0.0,0.0,34.5,988.6,1005.0
201206231800,114,30.5,233.8,2.3,0.0,0.0,33.6,988.4,1004.9
201206231900,114,29.8,238.0,1.1,0.0,0.0,35.3,988.6,1005.1
201206232000,114,28.3,135.9,2.7,0.0,0.0,46.8,989.1,1005.6
201206232100,114,27.2,247.2,1.2,0.0,0.0,48.3,989.2,1005.8
201206232200,114,27.0,136.1,2.4,0.0,0.0,46.7,989.8,1006.4
201206232300,114,25.5,102.5,1.9,0.0,0.0,51.8,989.5,1006.3
201206240000,114,24.7,82.0,1.6,0.0,0.0,55.0,989.4,1006.2
201206240100,114,23.5,96.6,1.4,0.0,0.0,61.9,989.5,1006.3
201206240200,114,23.0,25.4,1.5,0.0,0.0,69.9,989.1,1005.9
201206240300,114,22.9,2.9,1.3,0.0,0.0,68.6,989.2,1006.0
201206240400,114,21.9,19.0,2.0,0.0,0.0,73.4,989.1,1006.0
201206240500,114,21.5,319.7,0.8,0.0,0.0,76.3,988.9,1005.9
201206240600,114,21.4,266.2,0.9,0.0,0.0,75.3,988.8,1005.8
201206240700,114,21.9,318.2,1.1,0.0,0.0,72.8,988.4,1005.3
201206240800,114,22.9,35.4,0.9,0.0,0.0,69.4,988.6,1005.4
201206240900,114,25.0,0.1,1.6,0.0,0.0,61.0,988.8,1005.6
201206241000,114,27.0,54.4,0.9,0.0,0.0,54.8,988.6,1005.2
201206241100,114,28.2,48.4,0.7,0.0,0.0,46.1,988.5,1005.0
201206241200,114,29.0,127.1,1.4,0.0,0.0,44.0,988.7,1005.2
201206241300,114,29.1,139.1,2.5,0.0,0.0,43.6,988.8,1005.3
201206241400,114,28.8,78.3,2.9,0.0,0.0,41.2,988.4,1004.9
201206241500,114,30.0,94.3,2.5,0.0,0.0,39.5,988.3,1004.8
201206241600,114,29.4,79.5,2.7,0.0,0.0,40.0,988.3,1004.7
201206241700,114,29.3,83.8,2.2,0.0,0.0,40.0,987.9,1004.3
201206241800,114,28.9,100.5,2.5,0.0,0.0,42.0,988.0,1004.5
201206241900,114,27.8,96.6,2.6,0.0,0.0,43.6,988.1,1004.7
201206242000,114,26.3,82.6,2.2,0.0,0.0,44.7,988.8,1005.5
201206242100,114,25.5,68.9,1.6,0.0,0.0,45.9,989.8,1006.6
201206242200,114,24.6,79.0,1.2,0.0,0.0,42.0,990.8,1007.5
201206242300,114,23.5,348.3,1.8,0.0,0.0,50.6,991.1,1007.9
201206250000,114,22.3,313.9,0.6,0.0,0.0,50.5,991.2,1008.1
201206250100,114,22.1,1.7,1.7,0.0,0.0,46.9,991.1,1008.0
201206250200,114,20.9,323.9,1.1,0.0,0.0,50.3,990.9,1008.0
201206250300,114,20.4,14.0,1.1,0.0,0.0,53.5,991.1,1008.2
201206250400,114,19.5,23.7,0.8,0.0,0.0,53.3,991.5,1008.5
201206250500,114,18.8,18.1,2.3,0.0,0.0,55.8,992.0,1009.1
201206250600,114,18.6,290.8,0.8,0.0,0.0,57.4,992.3,1009.4
201206250700,114,20.4,1.4,1.8,0.0,0.0,49.0,992.2,1009.3
201206250800,114,22.4,350.6,1.7,0.0,0.0,44.6,992.5,1009.4
201206250900,114,24.8,41.5,2.9,0.0,0.0,39.3,992.8,1009.7
201206251000,114,26.3,55.4,2.7,0.0,0.0,37.8,992.6,1009.3
201206251100,114,26.9,4.4,2.3,0.0,0.0,36.1,992.0,1008.7
201206251200,114,28.0,77.1,1.8,0.0,0.0,35.9,992.1,1008.7
201206251300,114,28.8,21.4,2.4,0.0,0.0,34.1,991.8,1008.3
201206251400,114,28.6,77.5,4.2,0.0,0.0,35.9,991.6,1008.2
201206251500,114,29.0,88.4,3.3,0.0,0.0,33.7,991.9,1008.4
201206251600,114,28.1,80.4,2.8,0.0,0.0,36.9,992.0,1008.6
201206251700,114,27.6,41.0,1.7,0.0,0.0,38.7,992.0,1008.6
201206251800,114,26.2,79.7,2.4,0.0,0.0,43.0,992.4,1009.2
201206251900,114,24.8,85.8,2.5,0.0,0.0,46.4,993.3,1010.2
201206252000,114,23.3,76.6,2.9,0.0,0.0,49.6,994.1,1011.0
201206252100,114,22.6,78.0,4.5,0.0,0.0,50.5,994.6,1011.5
201206252200,114,21.7,43.4,2.5,0.0,0.0,55.8,994.8,1011.8
201206252300,114,21.2,36.7,3.3,0.0,0.0,56.6,995.1,1012.2
201206260000,114,21.2,18.1,2.3,0.0,0.0,56.7,995.1,1012.2
201206260100,114,20.7,348.3,0.8,0.0,0.0,59.0,994.7,1011.8
201206260200,114,20.3,7.5,2.5,0.0,0.0,59.7,994.8,1012.0
201206260300,114,20.1,19.0,1.6,0.0,0.0,60.7,994.6,1011.8
201206260400,114,19.8,2.2,2.5,0.0,0.0,62.1,994.9,1012.1
201206260500,114,18.8,297.0,1.3,0.0,0.0,66.5,995.2,1012.4
201206260600,114,18.5,325.0,1.1,0.0,0.0,69.3,995.6,1012.8
201206260700,114,20.2,13.2,1.4,0.0,0.0,62.7,995.9,1013.1
201206260800,114,22.7,75.7,1.2,0.0,0.0,54.6,996.0,1013.0
201206260900,114,23.6,78.7,3.5,0.0,0.0,46.4,995.9,1012.8
201206261000,114,25.2,66.5,2.6,0.0,0.0,42.5,995.5,1012.4
201206261100,114,25.8,11.0,4.4,0.0,0.0,38.6,995.1,1011.9
201206261200,114,26.5,39.9,2.9,0.0,0.0,38.0,994.7,1011.5
201206261300,114,27.8,189.3,1.9,0.0,0.0,34.4,994.8,1011.5
201206261400,114,27.8,48.8,3.3,0.0,0.0,34.7,994.4,1011.1
201206261500,114,28.1,82.0,4.2,0.0,0.0,31.5,994.6,1011.2
201206261600,114,27.2,54.7,3.4,0.0,0.0,34.2,994.5,1011.2
201206261700,114,25.9,31.1,4.3,0.0,0.0,38.2,994.7,1011.5
201206261800,114,24.4,31.0,3.5,0.0,0.0,42.1,995.0,1011.8
201206261900,114,23.6,22.4,3.4,0.0,0.0,44.4,995.3,1012.2
201206262000,114,22.7,13.3,2.0,0.0,0.0,47.2,995.7,1012.7
201206262100,114,21.4,3.8,2.3,0.0,0.0,51.3,996.5,1013.6
201206262200,114,20.7,312.1,1.2,0.0,0.0,53.8,996.8,1014.0
201206262300,114,20.5,60.3,1.4,0.0,0.0,52.7,996.9,1014.1
201206270000,114,19.6,354.4,2.1,0.0,0.0,57.2,996.5,1013.6
201206270100,114,18.9,18.3,2.3,0.0,0.0,60.6,996.4,1013.6
201206270200,114,18.4,11.7,2.4,0.0,0.0,62.0,996.4,1013.6
201206270300,114,17.9,19.1,3.2,0.0,0.0,64.2,996.4,1013.7
201206270400,114,18.2,13.0,3.0,0.0,0.0,64.0,996.3,1013.5
201206270500,114,17.9,15.9,2.9,0.0,0.0,65.2,996.3,1013.6
201206270600,114,18.0,1.7,2.3,0.0,0.0,64.5,996.3,1013.6
201206270700,114,19.7,35.7,1.8,0.0,0.0,59.4,996.4,1013.7
201206270800,114,21.9,24.4,1.9,0.0,0.0,52.1,996.4,1013.4
201206270900,114,24.0,35.6,1.0,0.0,0.0,45.1,996.4,1013.2
201206271000,114,24.9,79.9,1.1,0.0,0.0,43.6,996.2,1013.1
201206271100,114,24.7,65.2,2.8,0.0,0.0,43.3,996.1,1013.0
201206271200,114,26.3,167.6,2.6,0.0,0.0,41.1,995.9,1012.7
201206271300,114,26.5,157.2,4.5,0.0,0.0,41.1,995.4,1012.2
201206271400,114,26.5,149.4,3.7,0.0,0.0,41.4,995.4,1012.2
201206271500,114,26.2,161.5,3.0,0.0,0.0,42.7,995.2,1012.0
201206271600,114,25.9,155.1,3.3,0.0,0.0,43.2,995.1,1011.9
201206271700,114,25.3,149.9,3.0,0.0,0.0,45.3,995.1,1012.0
201206271800,114,24.6,158.9,2.4,0.0,0.0,47.8,995.3,1012.1
201206271900,114,23.8,145.7,2.4,0.0,0.0,50.2,995.5,1012.3
201206272000,114,22.9,131.8,2.5,0.0,0.0,52.1,995.7,1012.6
201206272100,114,22.6,145.1,3.1,0.0,0.0,52.8,996.1,1013.1
201206272200,114,22.4,141.5,1.7,0.0,0.0,53.6,996.7,1013.7
201206272300,114,22.1,113.3,1.4,0.0,0.0,53.9,997.0,1014.0
201206280000,114,21.8,123.7,2.6,0.0,0.0,55.1,996.6,1013.7
201206280100,114,21.6,64.0,0.9,0.0,0.0,57.2,996.1,1013.2
201206280200,114,21.0,37.0,1.8,0.0,0.0,59.9,996.0,1013.1
201206280300,114,20.4,66.4,1.4,0.0,0.0,62.8,995.3,1012.5
201206280400,114,20.1,115.6,2.2,0.0,0.0,61.1,995.1,1012.3
201206280500,114,19.7,143.5,2.5,0.0,0.0,63.2,995.8,1013.1
201206280600,114,19.7,36.8,1.4,0.0,0.0,66.6,996.4,1013.7
201206280700,114,20.9,31.2,1.5,0.0,0.0,62.4,997.3,1014.5
201206280800,114,21.6,20.7,1.5,0.0,0.0,58.3,997.1,1014.2
201206280900,114,23.6,17.2,1.0,0.0,0.0,53.1,997.1,1014.0
201206281000,114,24.6,251.4,1.0,0.0,0.0,48.8,996.6,1013.4
201206281100,114,25.7,83.9,1.2,0.0,0.0,44.5,996.1,1013.0
201206281200,114,27.6,318.9,1.7,0.0,0.0,40.8,995.3,1012.0
201206281300,114,28.4,230.2,1.7,0.0,0.0,39.1,994.6,1011.2
201206281400,114,28.3,283.3,1.8,0.0,0.0,39.8,994.3,1010.9
201206281500,114,28.0,221.7,1.4,0.0,0.0,42.5,993.9,1010.5
201206281600,114,27.9,201.6,1.8,0.0,0.0,42.5,993.7,1010.3
201206281700,114,28.0,249.9,0.8,0.0,0.0,40.9,993.6,1010.2
201206281800,114,27.9,226.2,1.9,0.0,0.0,41.6,993.5,1010.1
201206281900,114,27.6,211.6,1.4,0.0,0.0,41.9,993.4,1010.1
201206282000,114,26.5,238.9,1.5,0.0,0.0,46.8,993.8,1010.6
201206282100,114,24.9,93.4,1.5,0.0,0.0,55.0,994.2,1011.1
201206282200,114,23.8,104.9,0.7,0.0,0.0,57.9,994.6,1011.4
201206282300,114,23.7,291.5,0.3,0.0,0.0,58.7,994.8,1011.6
201206290000,114,23.0,301.5,0.6,0.0,0.0,61.3,994.4,1011.3
201206290100,114,22.6,36.8,0.9,0.0,0.0,65.5,994.3,1011.2
201206290200,114,22.0,24.4,1.1,0.0,0.0,68.2,993.9,1010.9
201206290300,114,21.2,23.9,1.4,0.0,0.0,74.6,993.9,1011.0
201206290400,114,20.4,27.0,0.8,0.0,0.0,78.9,993.8,1010.9
201206290500,114,20.4,28.8,0.9,0.0,0.0,79.0,994.1,1011.3
201206290600,114,21.0,31.7,1.1,0.0,0.0,77.3,994.0,1011.1
201206290700,114,21.3,31.1,2.0,0.0,0.0,73.5,993.7,1010.8
201206290800,114,22.3,347.7,1.3,0.0,0.0,69.6,994.1,1011.1
201206290900,114,24.3,48.1,0.7,0.0,0.0,60.6,993.6,1010.4
201206291000,114,27.7,287.2,1.1,0.0,0.0,46.3,993.5,1010.2
201206291100,114,29.4,319.1,1.5,0.0,0.0,40.5,992.8,1009.3
201206291200,114,30.5,166.7,1.8,0.0,0.0,38.0,992.1,1008.6
201206291300,114,31.0,209.7,2.0,0.0,0.0,34.3,991.4,1007.9
201206291400,114,31.2,127.7,1.8,0.0,0.0,33.7,990.5,1006.9
201206291500,114,31.8,201.4,2.1,0.0,0.0,32.8,990.0,1006.4
201206291600,114,31.6,231.9,2.4,0.0,0.0,31.7,989.6,1006.0
201206291700,114,31.5,223.4,2.8,0.0,0.0,29.0,989.2,1005.6
201206291800,114,30.7,203.5,3.3,0.0,0.0,26.9,989.2,1005.7
201206291900,114,30.0,157.5,2.3,0.0,0.0,26.6,989.4,1005.9
201206292000,114,28.7,118.0,2.3,0.0,0.0,29.9,989.7,1006.2
201206292100,114,28.1,143.8,3.1,0.0,0.0,31.2,989.6,1006.2
201206292200,114,27.7,145.6,4.0,0.0,0.0,35.8,989.5,1006.1
201206292300,114,26.6,188.1,2.1,0.0,0.0,47.3,989.5,1006.2
